No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
23171,2015,10,22,10,14,14,2,50,600,25,9.3,1022.4,7.1,0.1,NW,1.4,Aotizhongxin,10/22/2015 10:00,2015-10,No Rain
23254,2015,10,25,21,46,166,2,88,1600,2,10.8,1020.7,5.3,0.4,SW,1.6,Aotizhongxin,10/25/2015 21:00,2015-10,No Rain
23255,2015,10,25,22,47,92,2,81,1600,2,10,1020.6,7.4,1.4,SW,2.7,Aotizhongxin,10/25/2015 22:00,2015-10,Light Rain
23256,2015,10,25,23,40,40,2,61,1100,19,9.8,1020,7.6,0.7,SW,2.2,Aotizhongxin,10/25/2015 23:00,2015-10,No Rain
23257,2015,10,26,0,31,31,2,47,900,32,9.5,1019.4,7.3,0.9,SW,2.2,Aotizhongxin,10/26/2015 0:00,2015-10,No Rain
23258,2015,10,26,1,31,31,2,39,900,40,9.2,1018.4,7.1,0.8,S,1.5,Aotizhongxin,10/26/2015 1:00,2015-10,No Rain
23259,2015,10,26,2,29,29,2,34,700,48,8.9,1017.4,7.2,0.3,SW,1.9,Aotizhongxin,10/26/2015 2:00,2015-10,No Rain
23499,2015,11,5,2,249,249,26,142,2200,3,11,1021,6.5,0.1,ENE,1.2,Aotizhongxin,11/5/2015 2:00,2015-11,No Rain
23500,2015,11,5,3,246,246,24,133,2100,3,11.5,1020.8,6,0.1,NE,0.8,Aotizhongxin,11/5/2015 3:00,2015-11,No Rain
23503,2015,11,5,6,243,243,21,86,1800,27,9.6,1022.1,7,0.1,E,1,Aotizhongxin,11/5/2015 6:00,2015-11,No Rain
23504,2015,11,5,7,221,221,18,95,1700,19,10.3,1022.8,8.4,0.2,N,1,Aotizhongxin,11/5/2015 7:00,2015-11,No Rain
23505,2015,11,5,8,206,206,13,101,1700,15,10.3,1024.1,8.2,0.2,NE,1.1,Aotizhongxin,11/5/2015 8:00,2015-11,No Rain
23506,2015,11,5,9,188,188,10,98,1700,8,10.1,1025.4,8.9,0.5,E,0.6,Aotizhongxin,11/5/2015 9:00,2015-11,No Rain
23507,2015,11,5,10,143,143,8,83,1400,9,10,1026.2,8.3,0.8,ENE,2.5,Aotizhongxin,11/5/2015 10:00,2015-11,No Rain
23508,2015,11,5,11,96,96,8,64,1100,14,9.3,1026,7.1,0.1,ENE,2.6,Aotizhongxin,11/5/2015 11:00,2015-11,No Rain
23509,2015,11,5,12,71,71,8,60,1000,13,8.9,1026.2,6.3,0.1,E,1.6,Aotizhongxin,11/5/2015 12:00,2015-11,No Rain
23513,2015,11,5,16,20,20,7,41,500,16,6,1027.2,2.3,0.3,ENE,3.9,Aotizhongxin,11/5/2015 16:00,2015-11,No Rain
23514,2015,11,5,17,19,19,8,40,600,20,5.3,1027.6,1.4,0.1,ENE,3,Aotizhongxin,11/5/2015 17:00,2015-11,No Rain
23515,2015,11,5,18,22,22,8,38,600,25,4.7,1028,0.1,0.2,ENE,4.5,Aotizhongxin,11/5/2015 18:00,2015-11,No Rain
23524,2015,11,6,3,17,17,7,21,400,47,3.6,1027.1,-3,0.3,NE,3.9,Aotizhongxin,11/6/2015 3:00,2015-11,No Rain
23526,2015,11,6,5,25,25,6,41,600,14,2.1,1027.2,-1.9,0.6,NNE,2.5,Aotizhongxin,11/6/2015 5:00,2015-11,No Rain
23527,2015,11,6,6,18,18,5,19,400,49,1.1,1027.9,-0.8,0.9,NE,2.8,Aotizhongxin,11/6/2015 6:00,2015-11,No Rain
23528,2015,11,6,7,17,17,5,32,500,38,0.4,1027.7,-0.7,1.8,NE,2.9,Aotizhongxin,11/6/2015 7:00,2015-11,Light Rain
23529,2015,11,6,8,15,15,5,37,500,32,0.2,1028.3,-0.8,1.5,NE,2.5,Aotizhongxin,11/6/2015 8:00,2015-11,Light Rain
23530,2015,11,6,9,12,12,5,32,500,42,0.1,1028.5,-0.8,0.4,NNE,2.7,Aotizhongxin,11/6/2015 9:00,2015-11,No Rain
23531,2015,11,6,10,13,13,5,35,600,38,0.2,1028,-0.5,0.8,NE,2.2,Aotizhongxin,11/6/2015 10:00,2015-11,No Rain
23532,2015,11,6,11,17,17,5,40,800,34,0.5,1027.8,-0.2,0.7,N,1.9,Aotizhongxin,11/6/2015 11:00,2015-11,No Rain
23533,2015,11,6,12,20,20,5,44,1000,27,0.8,1027.1,0.1,0.1,N,2.1,Aotizhongxin,11/6/2015 12:00,2015-11,No Rain
23535,2015,11,6,14,34,34,5,63,1200,14,1.4,1025.5,0.5,0.1,NNE,2,Aotizhongxin,11/6/2015 14:00,2015-11,No Rain
23536,2015,11,6,15,30,30,5,57,1100,20,1.3,1025,0.6,0.2,NE,1.8,Aotizhongxin,11/6/2015 15:00,2015-11,No Rain
23540,2015,11,6,19,19,19,6,40,700,35,1.4,1026.5,0.4,0.1,NE,1.6,Aotizhongxin,11/6/2015 19:00,2015-11,No Rain
23541,2015,11,6,20,23,23,5,45,700,30,1.6,1026.5,0.6,0.1,NE,2,Aotizhongxin,11/6/2015 20:00,2015-11,No Rain
23543,2015,11,6,22,18,18,6,25,600,49,1.4,1025.7,-1,0.1,NE,2.8,Aotizhongxin,11/6/2015 22:00,2015-11,No Rain
23547,2015,11,7,2,10,10,3,19,500,51,1,1025.4,0,0.5,NNE,1.7,Aotizhongxin,11/7/2015 2:00,2015-11,No Rain
23548,2015,11,7,3,16,16,2,23,600,45,0.7,1024.8,0.1,0.6,ENE,1.5,Aotizhongxin,11/7/2015 3:00,2015-11,No Rain
23550,2015,11,7,5,14,14,2,15,500,52,0.2,1024.4,-0.5,0.6,NNE,3.1,Aotizhongxin,11/7/2015 5:00,2015-11,No Rain
23551,2015,11,7,6,8,8,2,14,400,58,0.3,1024.5,-1.1,0.3,NNE,3.1,Aotizhongxin,11/7/2015 6:00,2015-11,No Rain
23552,2015,11,7,7,6,6,2,20,400,54,0.6,1024.6,-1.5,0.1,NNE,2.9,Aotizhongxin,11/7/2015 7:00,2015-11,No Rain
23553,2015,11,7,8,6,6,2,28,500,46,0.5,1025.1,-0.8,0.1,NNE,2.8,Aotizhongxin,11/7/2015 8:00,2015-11,No Rain
23554,2015,11,7,9,10,10,2,33,500,41,1.1,1024.9,-0.5,0.2,NE,2,Aotizhongxin,11/7/2015 9:00,2015-11,No Rain
23557,2015,11,7,12,19,19,3,50,800,30,3,1023.3,-0.8,0.1,NNE,2,Aotizhongxin,11/7/2015 12:00,2015-11,No Rain
23667,2015,11,12,2,126,126,3,61,3100,4,5.7,1027.6,5.3,0.3,E,0.6,Aotizhongxin,11/12/2015 2:00,2015-11,No Rain
23668,2015,11,12,3,123,123,3,60,2800,3,5.7,1027.2,5.1,0.1,E,1.1,Aotizhongxin,11/12/2015 3:00,2015-11,No Rain
23670,2015,11,12,5,109,109,3,62,2900,3,5.5,1026.9,5.1,0.1,NE,0.8,Aotizhongxin,11/12/2015 5:00,2015-11,No Rain
23761,2015,11,16,0,71,71,5,76,1700,2,7.4,1019.3,3.3,0.5,SSW,1,Aotizhongxin,11/16/2015 0:00,2015-11,No Rain
23762,2015,11,16,1,44,44,4,55,1100,10,6.7,1018.7,5.3,0.2,ENE,0.4,Aotizhongxin,11/16/2015 1:00,2015-11,No Rain
23763,2015,11,16,2,44,44,4,58,1300,7,7,1018.6,5.1,0.2,WNW,1,Aotizhongxin,11/16/2015 2:00,2015-11,No Rain
23764,2015,11,16,3,46,46,3,60,1300,3,6.8,1018.3,5.6,0.3,W,1.1,Aotizhongxin,11/16/2015 3:00,2015-11,No Rain
23765,2015,11,16,4,43,43,3,55,1300,5,6.6,1017.5,4.9,0.3,NNW,0.6,Aotizhongxin,11/16/2015 4:00,2015-11,No Rain
23838,2015,11,19,5,78,78,3,53,1700,3,4,1020.4,3.6,0.3,NNE,1.4,Aotizhongxin,11/19/2015 5:00,2015-11,No Rain
23839,2015,11,19,6,81,81,3,54,1700,3,3.9,1020.8,3.6,0.6,E,1.3,Aotizhongxin,11/19/2015 6:00,2015-11,No Rain
23841,2015,11,19,8,94,94,3,53,1900,3,4,1021.7,3.6,0.2,ESE,1.8,Aotizhongxin,11/19/2015 8:00,2015-11,No Rain
23843,2015,11,19,10,81,81,3,49,1900,3,4.5,1022.3,3.8,0.3,ENE,1.5,Aotizhongxin,11/19/2015 10:00,2015-11,No Rain
23845,2015,11,19,12,112,112,3,51,1900,3,4.1,1021.8,3.8,0.7,E,1.4,Aotizhongxin,11/19/2015 12:00,2015-11,No Rain
23846,2015,11,19,13,83,83,4,50,1900,3,4.2,1021.2,3.6,0.9,ESE,2,Aotizhongxin,11/19/2015 13:00,2015-11,No Rain
23847,2015,11,19,14,68,68,4,51,1700,3,4.3,1020.8,3.6,0.3,SE,2.1,Aotizhongxin,11/19/2015 14:00,2015-11,No Rain
23848,2015,11,19,15,51,51,4,54,1700,2,4,1021,3.6,0.6,ESE,2.8,Aotizhongxin,11/19/2015 15:00,2015-11,No Rain
23849,2015,11,19,16,53,53,4,58,1700,2,3.8,1021.3,3.2,0.3,SE,2.7,Aotizhongxin,11/19/2015 16:00,2015-11,No Rain
23850,2015,11,19,17,69,69,5,63,2100,3,2.5,1022,1.8,0.6,ESE,5,Aotizhongxin,11/19/2015 17:00,2015-11,No Rain
23851,2015,11,19,18,63,63,3,53,1500,4,1.4,1022.4,0.5,0.6,SE,3.6,Aotizhongxin,11/19/2015 18:00,2015-11,No Rain
23855,2015,11,19,22,69,69,9,59,2700,4,0.7,1023.6,0.3,0.2,ESE,1.7,Aotizhongxin,11/19/2015 22:00,2015-11,No Rain
23856,2015,11,19,23,69,69,10,58,2800,4,0.6,1023.2,0,0.3,SSE,1.5,Aotizhongxin,11/19/2015 23:00,2015-11,No Rain
23857,2015,11,20,0,68,68,10,55,3100,4,0.4,1022.9,-0.2,0.3,SSE,1.1,Aotizhongxin,11/20/2015 0:00,2015-11,No Rain
23858,2015,11,20,1,64,64,12,53,3000,4,0.4,1023.3,-0.3,0.1,S,1.7,Aotizhongxin,11/20/2015 1:00,2015-11,No Rain
23859,2015,11,20,2,53,53,11,52,2800,4,0.3,1022.6,-0.4,0.2,SE,2.2,Aotizhongxin,11/20/2015 2:00,2015-11,No Rain
23863,2015,11,20,6,36,36,6,49,1700,3,-0.1,1022.4,-0.4,0.6,E,1.6,Aotizhongxin,11/20/2015 6:00,2015-11,No Rain
23864,2015,11,20,7,32,32,8,51,2200,3,-0.1,1023,-0.5,0.1,ESE,1.2,Aotizhongxin,11/20/2015 7:00,2015-11,No Rain
23865,2015,11,20,8,29,29,7,50,2300,3,0.2,1023.3,-0.7,0.2,ESE,1.6,Aotizhongxin,11/20/2015 8:00,2015-11,No Rain
23866,2015,11,20,9,40,40,9,51,2400,4,0.1,1023.7,-0.5,0.2,E,1.2,Aotizhongxin,11/20/2015 9:00,2015-11,No Rain
23867,2015,11,20,10,51,51,10,48,3100,5,0.1,1023.9,-0.3,0.5,E,1.5,Aotizhongxin,11/20/2015 10:00,2015-11,No Rain
23868,2015,11,20,11,60,60,12,49,3200,5,0.5,1024,-0.4,0.1,E,1.8,Aotizhongxin,11/20/2015 11:00,2015-11,No Rain
23869,2015,11,20,12,74,74,15,54,3500,5,0.5,1023.6,-0.6,0.1,ESE,1.5,Aotizhongxin,11/20/2015 12:00,2015-11,No Rain
23880,2015,11,20,23,54,54,14,55,3100,3,0.9,1026.1,0.5,0.2,E,1.1,Aotizhongxin,11/20/2015 23:00,2015-11,No Rain
23881,2015,11,21,0,32,32,15,57,3000,3,0.9,1026.1,0.5,0.1,ESE,1.6,Aotizhongxin,11/21/2015 0:00,2015-11,No Rain
23884,2015,11,21,3,28,28,9,58,2400,2,1.2,1025.9,0.8,0.3,SW,0.6,Aotizhongxin,11/21/2015 3:00,2015-11,No Rain
23886,2015,11,21,5,25,25,6,55,2400,2,1.1,1025.2,0.8,0.3,E,1.1,Aotizhongxin,11/21/2015 5:00,2015-11,No Rain
23887,2015,11,21,6,23,23,6,55,2500,3,1.3,1025.7,1.2,0.1,ENE,0.8,Aotizhongxin,11/21/2015 6:00,2015-11,No Rain
23888,2015,11,21,7,26,26,6,55,2900,3,1,1026.3,0.6,0.4,ESE,2,Aotizhongxin,11/21/2015 7:00,2015-11,No Rain
23889,2015,11,21,8,31,31,6,53,3600,4,0.8,1027.2,0.5,0.3,E,1.4,Aotizhongxin,11/21/2015 8:00,2015-11,No Rain
23890,2015,11,21,9,34,34,7,45,3900,4,0.6,1027.7,0.2,0.1,SE,1.5,Aotizhongxin,11/21/2015 9:00,2015-11,No Rain
23891,2015,11,21,10,35,35,6,45,3900,4,0.4,1028.2,-0.2,0.2,ESE,1.4,Aotizhongxin,11/21/2015 10:00,2015-11,No Rain
23892,2015,11,21,11,35,35,6,44,2800,4,0.3,1028.5,-0.3,0.1,ESE,1.4,Aotizhongxin,11/21/2015 11:00,2015-11,No Rain
23893,2015,11,21,12,37,37,4,46,2700,4,0,1027.9,-0.3,1.1,E,1.3,Aotizhongxin,11/21/2015 12:00,2015-11,Light Rain
23894,2015,11,21,13,39,39,3,47,2800,5,-0.1,1027.3,-0.4,0.7,ENE,1,Aotizhongxin,11/21/2015 13:00,2015-11,No Rain
23895,2015,11,21,14,40,40,3,49,2900,5,-0.1,1027.2,-0.4,0.2,E,1.7,Aotizhongxin,11/21/2015 14:00,2015-11,No Rain
23897,2015,11,21,16,46,46,5,51,1900,4,0,1027.9,-0.6,0.1,ESE,1.3,Aotizhongxin,11/21/2015 16:00,2015-11,No Rain
23899,2015,11,21,18,49,49,5,58,1300,7,0.2,1029.2,-0.4,0.1,E,1,Aotizhongxin,11/21/2015 18:00,2015-11,No Rain
23913,2015,11,22,8,50,50,12,56,1400,11,-1,1032.1,-1.7,0.8,E,1.5,Aotizhongxin,11/22/2015 8:00,2015-11,No Rain
23914,2015,11,22,9,33,33,5,44,1000,22,-2.2,1033.4,-2.9,1.4,SE,1.4,Aotizhongxin,11/22/2015 9:00,2015-11,Light Rain
23915,2015,11,22,10,34,34,5,45,1100,21,-2.6,1033.2,-3.9,1,SE,2.2,Aotizhongxin,11/22/2015 10:00,2015-11,No Rain
23916,2015,11,22,11,42,42,5,47,1200,22,-2.7,1033.2,-3.8,0.9,SE,2.1,Aotizhongxin,11/22/2015 11:00,2015-11,No Rain
23917,2015,11,22,12,46,46,6,45,1100,25,-3,1032.5,-4.6,0.4,ESE,2.9,Aotizhongxin,11/22/2015 12:00,2015-11,No Rain
23918,2015,11,22,13,40,40,5,31,900,40,-3.3,1032,-4.7,0.3,ESE,2.7,Aotizhongxin,11/22/2015 13:00,2015-11,No Rain
23919,2015,11,22,14,30,30,4,29,800,45,-3.6,1031.7,-4.9,1.2,SE,2.4,Aotizhongxin,11/22/2015 14:00,2015-11,Light Rain
23920,2015,11,22,15,33,33,3,41,900,34,-3.7,1031.6,-5,0.9,ESE,1.8,Aotizhongxin,11/22/2015 15:00,2015-11,No Rain
23921,2015,11,22,16,34,34,4,46,900,32,-3.7,1031.6,-5.1,0.4,ESE,1.7,Aotizhongxin,11/22/2015 16:00,2015-11,No Rain
23922,2015,11,22,17,33,33,3,52,900,27,-3.8,1031.8,-5.3,0.3,SE,1.5,Aotizhongxin,11/22/2015 17:00,2015-11,No Rain
23923,2015,11,22,18,39,39,3,59,1000,21,-4,1032,-5.4,0.2,SE,1.5,Aotizhongxin,11/22/2015 18:00,2015-11,No Rain
23924,2015,11,22,19,38,38,3,62,1000,18,-4,1032.6,-5.5,0.4,SE,1.1,Aotizhongxin,11/22/2015 19:00,2015-11,No Rain
23925,2015,11,22,20,42,42,3,68,1100,12,-4,1032.6,-5,0.5,ESE,0.8,Aotizhongxin,11/22/2015 20:00,2015-11,No Rain
23926,2015,11,22,21,37,37,2,59,1000,19,-4,1032.9,-5.4,0.1,SSE,0.4,Aotizhongxin,11/22/2015 21:00,2015-11,No Rain
23928,2015,11,22,23,44,44,3,74,1200,6,-4,1032.7,-5,0.2,ESE,0.8,Aotizhongxin,11/22/2015 23:00,2015-11,No Rain
23930,2015,11,23,1,40,40,6,46,1000,29,-3.8,1032.4,-5.8,0.1,E,1,Aotizhongxin,11/23/2015 1:00,2015-11,No Rain
23931,2015,11,23,2,45,45,8,46,1000,28,-3.8,1032,-6,0.1,ENE,1.2,Aotizhongxin,11/23/2015 2:00,2015-11,No Rain
24314,2015,12,9,1,266,266,2,90,5400,10,1,1023.7,1,0.1,ENE,1.3,Aotizhongxin,12/9/2015 1:00,2015-12,No Rain
24315,2015,12,9,2,249,249,20,90,5000,9,1,1023.3,1,0.1,NE,1.1,Aotizhongxin,12/9/2015 2:00,2015-12,No Rain
24434,2015,12,14,1,221,221,14,130,3800,6,0.6,1021.6,0.5,0.6,WSW,0.7,Aotizhongxin,12/14/2015 1:00,2015-12,No Rain
24435,2015,12,14,2,216,216,12,128,4100,6,0.4,1021,0.4,0.5,N,0.1,Aotizhongxin,12/14/2015 2:00,2015-12,No Rain
24436,2015,12,14,3,229,229,11,126,4600,7,0.1,1020.5,0.1,0.4,ENE,0.8,Aotizhongxin,12/14/2015 3:00,2015-12,No Rain
24437,2015,12,14,4,230,230,12,128,4900,7,0.2,1020.1,0.2,0.2,ENE,0.7,Aotizhongxin,12/14/2015 4:00,2015-12,No Rain
24439,2015,12,14,6,237,237,12,132,5900,8,0.1,1019.2,0.1,0.1,ENE,1.4,Aotizhongxin,12/14/2015 6:00,2015-12,No Rain
25249,2016,1,17,0,152,165,20,85,3000,8,-3.8,1020.9,-5.6,0.2,ESE,1.6,Aotizhongxin,1/17/2016 0:00,2016-01,No Rain
25250,2016,1,17,1,166,166,19,91,3400,4,-4.4,1021.5,-6.7,0.2,SE,1.9,Aotizhongxin,1/17/2016 1:00,2016-01,No Rain
25253,2016,1,17,4,91,91,18,66,1800,12,-6.1,1021.7,-8.5,0.1,W,0.7,Aotizhongxin,1/17/2016 4:00,2016-01,No Rain
25889,2016,2,12,16,179,201,27,60,2400,46,8.5,1009.9,4.1,0.3,ESE,1,Aotizhongxin,2/12/2016 16:00,2016-02,No Rain
25890,2016,2,12,17,184,184,12,74,2800,20,7.2,1010.2,3.4,0.6,ENE,1.6,Aotizhongxin,2/12/2016 17:00,2016-02,No Rain
25891,2016,2,12,18,210,210,13,72,3200,21,6.8,1011.3,4.1,0.3,NE,0.9,Aotizhongxin,2/12/2016 18:00,2016-02,No Rain
25892,2016,2,12,19,225,225,9,62,3300,21,6.3,1011.5,4.1,1.3,N,1.2,Aotizhongxin,2/12/2016 19:00,2016-02,Light Rain
25893,2016,2,12,20,221,221,9,52,3100,22,6.3,1012.1,4.5,1,NNE,1.9,Aotizhongxin,2/12/2016 20:00,2016-02,No Rain
25894,2016,2,12,21,204,204,8,44,2800,25,6.2,1013.1,4.7,1,N,2.3,Aotizhongxin,2/12/2016 21:00,2016-02,No Rain
25895,2016,2,12,22,105,105,6,24,1600,37,5.5,1014,3.5,1.9,N,2.4,Aotizhongxin,2/12/2016 22:00,2016-02,Light Rain
25896,2016,2,12,23,37,37,3,15,1000,42,4.9,1014.7,2.8,1.2,NNW,2.9,Aotizhongxin,2/12/2016 23:00,2016-02,Light Rain
25897,2016,2,13,0,27,27,2,12,800,44,4,1016,1.7,1.7,NW,2.9,Aotizhongxin,2/13/2016 0:00,2016-02,Light Rain
25898,2016,2,13,1,21,21,2,10,700,47,2.7,1016.2,0.8,1.8,NW,3.2,Aotizhongxin,2/13/2016 1:00,2016-02,Light Rain
25899,2016,2,13,2,16,16,5,9,600,53,2,1016.8,0.1,0.5,NW,4,Aotizhongxin,2/13/2016 2:00,2016-02,No Rain
25900,2016,2,13,3,15,15,5,8,500,56,1.4,1017.4,-1,0.2,NNW,4.9,Aotizhongxin,2/13/2016 3:00,2016-02,No Rain
25902,2016,2,13,5,10,10,6,8,400,54,1.3,1018,-4.2,0.1,NNW,4.8,Aotizhongxin,2/13/2016 5:00,2016-02,No Rain
25903,2016,2,13,6,11,11,8,10,400,56,1.1,1018.7,-5.2,0.2,NNW,4.8,Aotizhongxin,2/13/2016 6:00,2016-02,No Rain
27317,2016,4,12,4,71,99,4,50,400,10,7.4,1005.1,4.9,0.1,E,1.5,Aotizhongxin,4/12/2016 4:00,2016-04,No Rain
27322,2016,4,12,9,76,85,4,41,600,15,7.2,1005.5,4.5,1.6,ENE,1.4,Aotizhongxin,4/12/2016 9:00,2016-04,Light Rain
27323,2016,4,12,10,80,80,3,39,600,21,8.2,1005.1,4.4,0.1,NE,0.9,Aotizhongxin,4/12/2016 10:00,2016-04,No Rain
27409,2016,4,16,0,34,88,5,14,300,70,15.5,1007.5,8.7,0.1,NW,2.8,Aotizhongxin,4/16/2016 0:00,2016-04,No Rain
27410,2016,4,16,1,24,50,4,22,300,50,14,1007.2,9.6,0.9,NW,3,Aotizhongxin,4/16/2016 1:00,2016-04,No Rain
27411,2016,4,16,2,20,36,4,28,300,43,13.3,1006.7,9.2,1.1,NW,2.7,Aotizhongxin,4/16/2016 2:00,2016-04,Light Rain
27412,2016,4,16,3,16,31,4,24,300,41,13,1005.8,9.4,0.5,WSW,0.8,Aotizhongxin,4/16/2016 3:00,2016-04,No Rain
27413,2016,4,16,4,19,36,3,28,400,26,12.7,1005.3,10.4,0.3,ENE,1,Aotizhongxin,4/16/2016 4:00,2016-04,No Rain
27414,2016,4,16,5,19,38,3,28,300,37,12.7,1004.8,9.7,0.1,NNE,1.2,Aotizhongxin,4/16/2016 5:00,2016-04,No Rain
27801,2016,5,2,8,82,250,2,9,200,87,14.2,1005.9,7,0.8,N,3.4,Aotizhongxin,5/2/2016 8:00,2016-05,No Rain
27802,2016,5,2,9,75,167,2,11,200,85,15.5,1006.4,7.5,0.6,NNW,3.1,Aotizhongxin,5/2/2016 9:00,2016-05,No Rain
27803,2016,5,2,10,26,76,2,12,300,89,13.3,1006.9,9.4,1.6,NNW,3.3,Aotizhongxin,5/2/2016 10:00,2016-05,Light Rain
27804,2016,5,2,11,26,55,2,14,300,79,13.4,1007.2,8.5,0.1,NNW,2.7,Aotizhongxin,5/2/2016 11:00,2016-05,No Rain
27805,2016,5,2,12,27,36,2,14,300,73,12.4,1007.1,9.4,1.1,NNW,2.9,Aotizhongxin,5/2/2016 12:00,2016-05,Light Rain
27806,2016,5,2,13,33,57,2,12,300,70,12.2,1006.8,8.8,1.2,NNW,3,Aotizhongxin,5/2/2016 13:00,2016-05,Light Rain
27807,2016,5,2,14,32,49,2,12,300,64,11.7,1006.7,9.3,1.1,NNE,2.4,Aotizhongxin,5/2/2016 14:00,2016-05,Light Rain
27808,2016,5,2,15,30,43,2,13,300,58,11.3,1006,9.4,2,NE,2.2,Aotizhongxin,5/2/2016 15:00,2016-05,Light Rain
27809,2016,5,2,16,53,86,2,15,300,52,11.5,1005,9.1,0.6,NNE,2.7,Aotizhongxin,5/2/2016 16:00,2016-05,No Rain
27810,2016,5,2,17,63,113,2,14,200,50,11.7,1003.6,8.5,0.4,ENE,4.4,Aotizhongxin,5/2/2016 17:00,2016-05,No Rain
28032,2016,5,11,23,152,181,8,38,1300,97,22.4,991.5,17.5,2,SSE,3.4,Aotizhongxin,5/11/2016 23:00,2016-05,Light Rain
28033,2016,5,12,0,168,189,4,55,1400,35,21.5,993.9,17.7,0.4,W,1.3,Aotizhongxin,5/12/2016 0:00,2016-05,No Rain
28034,2016,5,12,1,200,200,3,47,1400,39,21.2,993.7,18.2,0.2,SW,1.5,Aotizhongxin,5/12/2016 1:00,2016-05,No Rain
28035,2016,5,12,2,156,156,3,24,1100,86,19.3,995.3,15.8,2.8,NNW,3.3,Aotizhongxin,5/12/2016 2:00,2016-05,Light Rain
28036,2016,5,12,3,38,38,3,10,300,86,17.8,997,12.3,4.9,NNW,3.6,Aotizhongxin,5/12/2016 3:00,2016-05,Moderate Rain
28039,2016,5,12,6,9,40,2,8,300,77,15,1001.7,12.1,3.1,NNE,1.6,Aotizhongxin,5/12/2016 6:00,2016-05,Light Rain
28040,2016,5,12,7,16,16,2,18,300,52,14.4,1001.6,12.8,1.7,E,0.8,Aotizhongxin,5/12/2016 7:00,2016-05,Light Rain
28041,2016,5,12,8,3,5,2,17,300,61,15.2,1002.9,12,0.7,ENE,1.3,Aotizhongxin,5/12/2016 8:00,2016-05,No Rain
28042,2016,5,12,9,33,33,3,20,300,58,17,1004.1,8.2,0.1,NW,3.1,Aotizhongxin,5/12/2016 9:00,2016-05,No Rain
28085,2016,5,14,4,18,69,2,9,300,125,12.9,1014.7,9.3,1.7,WSW,2.6,Aotizhongxin,5/14/2016 4:00,2016-05,Light Rain
28086,2016,5,14,5,18,27,2,9,300,117,12.9,1013.7,8.8,0.6,SW,1.6,Aotizhongxin,5/14/2016 5:00,2016-05,No Rain
28089,2016,5,14,8,34,40,2,25,400,81,13,1013.8,10.7,0.6,ESE,0.4,Aotizhongxin,5/14/2016 8:00,2016-05,No Rain
28090,2016,5,14,9,26,40,2,27,500,74,13,1014,9.8,0.7,SW,2,Aotizhongxin,5/14/2016 9:00,2016-05,No Rain
28091,2016,5,14,10,33,33,2,29,600,68,12.9,1014,10.6,0.9,SSW,1.8,Aotizhongxin,5/14/2016 10:00,2016-05,No Rain
28092,2016,5,14,11,37,37,2,26,600,77,13.1,1013.5,10.5,0.6,SSW,1.1,Aotizhongxin,5/14/2016 11:00,2016-05,No Rain
28093,2016,5,14,12,31,31,2,28,600,68,13.4,1013.2,10.9,0.5,SSW,1.5,Aotizhongxin,5/14/2016 12:00,2016-05,No Rain
28094,2016,5,14,13,46,46,2,26,600,73,13,1013,10.7,0.6,SSW,2.1,Aotizhongxin,5/14/2016 13:00,2016-05,No Rain
28095,2016,5,14,14,33,33,2,25,600,74,13.3,1012.5,11.2,0.9,SW,1.9,Aotizhongxin,5/14/2016 14:00,2016-05,No Rain
28096,2016,5,14,15,42,42,2,22,600,76,13.7,1012.1,11.6,0.5,SW,1.6,Aotizhongxin,5/14/2016 15:00,2016-05,No Rain
28097,2016,5,14,16,42,42,2,24,600,72,13.5,1010.7,11.7,0.5,S,1.5,Aotizhongxin,5/14/2016 16:00,2016-05,No Rain
28098,2016,5,14,17,41,41,2,27,600,65,13.5,1010.7,11.4,0.2,SSW,1.4,Aotizhongxin,5/14/2016 17:00,2016-05,No Rain
28315,2016,5,23,18,47,58,5,18,600,146,19.1,1003.6,13.1,0.1,NW,2.1,Aotizhongxin,5/23/2016 18:00,2016-05,No Rain
28317,2016,5,23,20,3,5,3,11,300,95,17.5,1004.1,8.9,0.2,NW,2,Aotizhongxin,5/23/2016 20:00,2016-05,No Rain
28346,2016,5,25,1,3,9,3,16,200,100,18,999.7,9.9,0.1,NE,1.6,Aotizhongxin,5/25/2016 1:00,2016-05,No Rain
28655,2016,6,6,22,63,473,2,17,700,140,21.2,1006.9,18.8,3.7,ENE,2.7,Aotizhongxin,6/6/2016 22:00,2016-06,Light Rain
28656,2016,6,6,23,36,36,2,17,600,133,20.5,1007.6,18.8,1.4,ENE,1.5,Aotizhongxin,6/6/2016 23:00,2016-06,Light Rain
28657,2016,6,7,0,39,39,2,15,700,138,19.4,1007.8,18.1,6.9,ENE,2.6,Aotizhongxin,6/7/2016 0:00,2016-06,Moderate Rain
28659,2016,6,7,2,71,71,2,20,800,117,19.5,1007.6,18.2,0.2,E,0.9,Aotizhongxin,6/7/2016 2:00,2016-06,No Rain
28660,2016,6,7,3,84,84,2,17,900,128,19.4,1007.8,18.2,1.2,NE,0.9,Aotizhongxin,6/7/2016 3:00,2016-06,Light Rain
28661,2016,6,7,4,66,66,2,14,800,111,19.6,1008.1,18.1,0.6,ESE,1.2,Aotizhongxin,6/7/2016 4:00,2016-06,No Rain
